timestamp,9zcbsz,9zfhew,9xxtwm,9zdks9,9zghmq,cb453g,9zc8c0,9zc6wd,9xyrkv,cb0ukr,9z9vu3,9zfx0j,9zeh1h,9zfzu1,cb05cs,9xy2t8,9zf0qr,cb4d52,9zgnxg,cb02c6,9zdncg,cb16qd,9xwmus,cb12re,cb50vz,9z9mw7,9xzgbj,9zfyht,9zct7j,9zf2qx,c8n7mk,9zbukz,9zdqx9,9zcm27,9xz8rr,9zcfev,9zb6hc,9zfsmk,9zffmz,9xyhmc,9zenpn,9zc18n,9zfb2x,cb1kqq,cb4s5q,9xyvy8,9z8rgn,9zfd6v,9zg0mm,9zg62h,9xxnd0,9xyfk4,c8p4sr,cb0bm3,cb559c,9zf4rv,9zfpd4,9zbkem,9zby3m,9z8mu3,9z8yx7,9zdymk,9ze78t,cb0f7v,9zdsxv,9xzxyw
2018-06-30 08:00:00,41.0,58.5,176.0,283.0,125.0,182.0,28.0,28.0,373.5,328.0,41.0,147.5,283.0,147.5,544.0,393.0,41.0,147.5,125.0,544.0,41.0,182.0,393.0,182.0,159.0,36.5,520.0,147.5,58.5,41.0,588.0,250.0,41.0,28.0,520.0,58.5,250.0,125.0,125.0,393.0,302.5,28.0,302.5,182.0,139.5,373.5,65.5,41.0,302.5,125.0,231.5,335.0,648.5,328.0,77.0,41.0,182.0,250.0,250.0,65.5,36.5,302.5,478.0,328.0,283.0,520.0
2018-06-30 09:00:00,61.0,90.5,529.5,361.5,50.5,202.0,97.0,97.0,660.0,544.0,61.0,82.0,361.5,82.0,677.0,482.0,61.0,82.0,50.5,677.0,61.0,202.0,482.0,202.0,176.0,88.5,767.0,82.0,90.5,61.0,781.0,379.5,61.0,97.0,767.0,90.5,379.5,50.5,50.5,482.0,126.0,97.0,126.0,202.0,290.0,660.0,176.0,61.0,126.0,50.5,600.5,687.0,726.0,544.0,189.5,61.0,202.0,379.5,379.5,176.0,88.5,126.0,605.5,544.0,361.5,767.0
2018-06-30 10:00:00,98.5,148.0,523.0,246.0,77.0,357.0,288.0,288.0,720.0,677.0,98.5,91.0,246.0,91.0,797.5,354.0,98.5,91.0,77.0,797.5,98.5,357.0,354.0,357.0,206.5,538.5,870.0,91.0,148.0,98.5,888.5,411.0,98.5,288.0,870.0,148.0,411.0,77.0,77.0,354.0,289.5,288.0,289.5,357.0,423.0,720.0,529.5,98.5,289.5,77.0,870.5,790.0,854.0,677.0,433.0,98.5,357.0,411.0,411.0,529.5,538.5,289.5,625.0,677.0,246.0,870.0
2018-06-30 11:00:00,202.5,399.0,910.0,419.5,101.5,455.5,740.0,740.0,456.0,797.5,202.5,163.5,419.5,163.5,924.5,283.0,202.5,163.5,101.5,924.5,202.5,455.5,283.0,455.5,206.5,770.5,929.5,163.5,399.0,202.5,947.5,850.0,202.5,740.0,929.5,399.0,850.0,101.5,101.5,283.0,284.5,740.0,284.5,455.5,458.5,456.0,523.0,202.5,284.5,101.5,809.5,592.0,944.0,797.5,469.0,202.5,455.5,850.0,850.0,523.0,770.5,284.5,676.0,797.5,419.5,929.5
2018-06-30 12:00:00,339.0,797.5,818.0,323.5,312.0,784.0,823.0,823.0,322.0,924.5,339.0,529.0,323.5,529.0,914.0,187.0,339.0,529.0,312.0,914.0,339.0,784.0,187.0,784.0,273.5,823.5,890.5,529.0,797.5,339.0,920.0,934.0,339.0,823.0,890.5,797.5,934.0,312.0,312.0,187.0,223.5,823.0,223.5,784.0,412.5,322.0,910.0,339.0,223.5,312.0,461.5,312.0,934.0,924.5,549.5,339.0,784.0,934.0,934.0,910.0,823.5,223.5,547.0,924.5,323.5,890.5
2018-06-30 13:00:00,420.0,647.5,474.0,205.5,540.5,914.5,795.0,795.0,113.5,914.0,420.0,823.0,205.5,823.0,713.0,447.5,420.0,823.0,540.5,713.0,420.0,914.5,447.5,914.5,657.0,746.0,537.5,823.0,647.5,420.0,810.5,931.5,420.0,795.0,537.5,647.5,931.5,540.5,540.5,447.5,149.5,795.0,149.5,914.5,639.5,113.5,818.0,420.0,149.5,540.5,325.0,146.5,698.5,914.0,704.0,420.0,914.5,931.5,931.5,818.0,746.0,149.5,213.5,914.0,205.5,537.5
2018-06-30 14:00:00,153.5,763.5,448.0,257.0,469.0,860.5,725.0,725.0,96.5,713.0,153.5,771.5,257.0,771.5,531.0,280.0,153.5,771.5,469.0,531.0,153.5,860.5,280.0,860.5,818.0,642.5,321.0,771.5,763.5,153.5,650.0,804.0,153.5,725.0,321.0,763.5,804.0,469.0,469.0,280.0,165.0,725.0,165.0,860.5,716.0,96.5,474.0,153.5,165.0,469.0,204.0,154.0,646.0,713.0,644.5,153.5,860.5,804.0,804.0,474.0,642.5,165.0,378.5,713.0,257.0,321.0
2018-06-30 15:00:00,205.5,709.0,111.5,301.5,222.0,752.5,383.0,383.0,50.0,531.0,205.5,563.5,301.5,563.5,382.0,107.0,205.5,563.5,222.0,382.0,205.5,752.5,107.0,752.5,660.0,309.0,450.0,563.5,709.0,205.5,642.5,727.5,205.5,383.0,450.0,709.0,727.5,222.0,222.0,107.0,256.0,383.0,256.0,752.5,651.0,50.0,448.0,205.5,256.0,222.0,45.5,53.0,523.0,531.0,627.5,205.5,752.5,727.5,727.5,448.0,309.0,256.0,547.0,531.0,301.5,450.0
2018-06-30 16:00:00,60.0,507.0,158.5,243.5,191.5,623.5,438.5,438.5,65.0,382.0,60.0,466.0,243.5,466.0,217.5,53.5,60.0,466.0,191.5,217.5,60.0,623.5,53.5,623.5,437.0,176.0,71.0,466.0,507.0,60.0,485.0,344.5,60.0,438.5,71.0,507.0,344.5,191.5,191.5,53.5,181.5,438.5,181.5,623.5,493.5,65.0,111.5,60.0,181.5,191.5,28.5,59.0,447.5,382.0,546.0,60.0,623.5,344.5,344.5,111.5,176.0,181.5,202.0,382.0,243.5,71.0
2018-06-30 17:00:00,34.5,276.5,98.5,246.0,42.5,456.5,176.5,176.5,38.0,217.5,34.5,145.5,246.0,145.5,200.5,20.5,34.5,145.5,42.5,200.5,34.5,456.5,20.5,456.5,265.5,123.0,30.5,145.5,276.5,34.5,325.5,62.5,34.5,176.5,30.5,276.5,62.5,42.5,42.5,20.5,61.0,176.5,61.0,456.5,385.0,38.0,158.5,34.5,61.0,42.5,16.5,31.0,311.0,217.5,401.5,34.5,456.5,62.5,62.5,158.5,123.0,61.0,307.0,217.5,246.0,30.5
